Perturbation_Scale,Perturbation_Percent,Test_Local_Index,True_Family,Predicted_Family,Correct,Original_Confidence,Mean_Jaccard_Top5,Std_Jaccard_Top5,Mean_Jaccard_Top10,Std_Jaccard_Top10,Mean_SHAP_Rank_Spearman,Std_SHAP_Rank_Spearman,Prediction_Stability,Mean_Confidence_Change,Mean_Absolute_Confidence_Change
0.005,0.5,8789,Pysa,Ako,0,0.4016123116016388,0.375,0.14689241284825078,0.5668498168498168,0.0822087300852613,0.9243993342017657,0.025141012733946557,0.4,-0.2082547452300787,0.23886158727109433
0.005,0.5,976,Benign,Benign,1,0.9999699592590332,0.9333333333333332,0.13333333333333336,0.9727272727272727,0.06492207662311679,0.9829153605015675,0.013890435832427106,1.0,-2.162754535675049e-05,2.1710991859436035e-05
0.005,0.5,978,Benign,Benign,1,0.9999716281890869,0.95,0.11902380714238084,0.9727272727272727,0.06492207662311679,0.9850404607421448,0.012557113715413503,1.0,-1.4340877532958984e-05,1.4412403106689454e-05
0.005,0.5,7811,Reconyc,Refroso,0,0.6703419089317322,0.6976190476190475,0.1725328191856411,0.6853146853146853,0.0886394095190282,0.9585309090909089,0.016168085695014166,0.45,-0.4694122843444347,0.4694122843444347
0.005,0.5,243,Benign,Benign,1,0.999968409538269,0.9333333333333332,0.13333333333333336,0.9454545454545455,0.08331955809010617,0.9769519574250929,0.011334511075439882,1.0,-2.6923418045043945e-05,2.6923418045043945e-05
0.005,0.5,6726,Gator,Zeus,0,0.30540260672569275,0.7023809523809523,0.19452541236152612,0.573093573093573,0.13208784677395982,0.9257376156777353,0.03173308772068738,0.85,-0.08799107894301414,0.08799107894301414
0.005,0.5,4029,Benign,Benign,1,0.9999030828475952,0.6619047619047618,0.19800593225039803,0.8727272727272727,0.08331955809010616,0.9861121236421958,0.010101038520046297,1.0,-0.003590831160545349,0.003597256541252136
0.005,0.5,5189,Maze,Conti,0,0.30182984471321106,0.7547619047619046,0.16854385031337707,0.7212121212121211,0.09121161783813586,0.9585527272727271,0.01874487998414059,0.85,-0.06507203169167042,0.08154057748615742
0.005,0.5,3297,Benign,Benign,1,0.9999675750732422,0.95,0.11902380714238082,0.9545454545454547,0.07872958216222167,0.9804439746300213,0.0127375226642097,1.0,-1.8221139907836913e-05,1.8221139907836913e-05
0.005,0.5,1645,Benign,Benign,1,0.9999710321426392,0.95,0.11902380714238084,0.9181818181818182,0.09045340337332908,0.9918604651162791,0.007444859757816596,1.0,-1.6129016876220704e-05,1.634359359741211e-05
0.005,0.5,8886,Ako,Zeus,0,0.1517789512872696,0.680952380952381,0.1580062859336863,0.5543456543456543,0.12642067639729215,0.9329486481582288,0.03715684787269798,0.05,-0.06705115367658436,0.06705115367658436
0.005,0.5,6672,Gator,Gator,1,0.6387476325035095,0.538690476190476,0.1334648055046349,0.6798201798201797,0.10022134496391441,0.9218917354175712,0.03087676521721167,0.9,-0.11150982920080424,0.16477281395345927
0.005,0.5,3211,Benign,Benign,1,0.9999737739562988,1.0,0.0,0.9818181818181818,0.05454545454545453,0.9922468469782023,0.005169240364919386,1.0,-4.0709972381591795e-06,4.237890243530273e-06
0.005,0.5,6265,CWS,Conti,0,0.1208188608288765,0.5773809523809523,0.1439688883624741,0.5087912087912088,0.08594330882219556,0.9407854545454544,0.012296816224380926,0.05,-0.06554164243862033,0.06554164243862033
0.005,0.5,9274,Shade,Shade,1,0.27419015765190125,0.5833333333333333,0.11356419064487448,0.6699300699300699,0.13363658929573943,0.9154074395715732,0.02234384798712512,0.3,-0.14343725591897966,0.14343725591897966
0.005,0.5,3887,Benign,Benign,1,0.9999668598175049,0.9833333333333332,0.0726483157256779,0.990909090909091,0.03962635403218793,0.9877925202303711,0.011812468105239214,1.0,-1.398324966430664e-05,1.4019012451171874e-05
0.005,0.5,8287,Scar,TIBS,0,0.322860985994339,0.9333333333333332,0.13333333333333336,0.7818181818181819,0.08495664102349205,0.9645289855072466,0.012090455389735766,0.9,0.004581356048583984,0.05907248556613922
0.005,0.5,5350,Maze,Emotet,0,0.1503983438014984,0.5791666666666666,0.16254578109683732,0.7886946386946387,0.1389447021918027,0.938098856563902,0.02613194111392632,0.05,-0.07329285172745585,0.0802392485551536
0.005,0.5,8264,Scar,Emotet,0,0.23107632994651794,0.6738095238095237,0.1906398106770094,0.6681651681651681,0.11759427145725058,0.9221595020987119,0.030270019696186357,0.15,-0.13170721572823824,0.13177103740163149
0.005,0.5,3962,Benign,Benign,1,0.9999700784683228,0.9166666666666666,0.14433756729740646,0.9636363636363636,0.07272727272727271,0.9876904570970331,0.010790621638440315,1.0,-2.5856494903564454e-05,2.586841583251953e-05
0.005,0.5,9189,Shade,Zeus,0,0.33775120973587036,0.5714285714285714,0.11664236870396086,0.613136863136863,0.10417280212522873,0.9353111957902376,0.02978468420032477,0.3,-0.21867366069927813,0.21867366069927813
0.005,0.5,8391,Scar,Gator,0,0.3058505058288574,0.40773809523809523,0.16759414553929863,0.5117882117882118,0.11258272428635284,0.9074359531046461,0.03848280109496702,0.05,-0.2336530120112002,0.2336530120112002
0.005,0.5,4585,Benign,Benign,1,0.9999693632125854,0.9,0.1527525231651947,0.9454545454545455,0.08331955809010616,0.982310271925348,0.013792523050249961,1.0,-3.0595064163208005e-05,3.0595064163208005e-05
0.005,0.5,7073,Transponder,Shade,0,0.30214324593544006,0.5678571428571427,0.2231023528875157,0.7428904428904429,0.14215884840967924,0.9403965841655809,0.02392472157194905,0.9,-0.028066732734441758,0.0648322157561779
0.005,0.5,7498,Emotet,Conti,0,0.25754886865615845,0.41071428571428575,0.05357142857142856,0.6770895770895772,0.1686208962874261,0.9039381818181818,0.03371453344314965,0.45,-0.04979140534996986,0.07108437195420265
0.005,0.5,216,Benign,Benign,1,0.9999698400497437,0.95,0.11902380714238082,0.9272727272727271,0.08907235428302465,0.9892323394328206,0.00935219791359568,1.0,-1.907944679260254e-05,1.907944679260254e-05
0.005,0.5,6328,CWS,Gator,0,0.2952124774456024,0.4779761904761905,0.17322451287104382,0.5229603729603729,0.11165926097819276,0.9021204226371399,0.03189972280192614,0.25,-0.14320911448448898,0.14320911448448898
0.005,0.5,5734,180solutions,Shade,0,0.3207732141017914,0.5196428571428571,0.1631983945582632,0.4157259407259407,0.13907212858019102,0.8787125488493268,0.032848270194461335,0.0,-0.2572167542763054,0.2572167542763054
0.005,0.5,5419,Pysa,Shade,0,0.22322818636894226,0.33333333333333337,0.11356419064487447,0.5506826506826507,0.1397861506080136,0.8883810971196988,0.0322559988170736,0.15,-0.10676587028428912,0.10676587028428912
0.005,0.5,5481,Pysa,Transponder,0,0.34238436818122864,0.5916666666666666,0.21964527679658313,0.6305361305361303,0.08697637858650648,0.9555036231884058,0.01672310034566506,0.15,-0.23611757205799222,0.23611757205799222
0.005,0.5,8927,Ako,Gator,0,0.5390827059745789,0.6976190476190476,0.1725328191856411,0.6468531468531469,0.11288527105608644,0.9148212476479953,0.02877048962997294,0.85,-0.09369431743398308,0.18105942020192742
0.005,0.5,7672,Reconyc,Refroso,0,0.6074556708335876,0.4375,0.16759414553929863,0.6033133533133533,0.12529452824488954,0.8890836363636362,0.028500842034827938,0.1,-0.5149703558534384,0.5149703558534384
0.005,0.5,9010,Ako,Reconyc,0,0.31101253628730774,0.5148809523809523,0.12969499148512453,0.6483682983682983,0.12673082161855395,0.9493740049211175,0.02026177643309182,0.5,-0.13213357515633106,0.1525862503796816
0.005,0.5,260,Benign,Benign,1,0.9998169541358948,0.8666666666666666,0.16329931618554522,0.8727272727272727,0.08331955809010617,0.9835168039658818,0.010899406358483738,1.0,-0.018586704134941102,0.018592146039009095
0.005,0.5,3067,Benign,Benign,1,0.9999734163284302,0.9666666666666666,0.1,0.9727272727272727,0.06492207662311679,0.9926478092877453,0.007997587345140866,1.0,-1.3583898544311524e-05,1.3583898544311524e-05
0.005,0.5,4648,Benign,Benign,1,0.9999731779098511,0.9666666666666666,0.1,0.9454545454545453,0.08331955809010616,0.9880950645184807,0.009246323377893367,1.0,-1.5014410018920899e-05,1.5014410018920899e-05
0.005,0.5,6324,CWS,Transponder,0,0.2576449513435364,0.657142857142857,0.17535192990020923,0.8,0.10730867399773199,0.9374420289855072,0.024432479862955547,0.2,-0.11485488815233111,0.1255839924328029
0.005,0.5,8570,Zeus,Ako,0,0.37242576479911804,0.7833333333333332,0.1589898669028243,0.7708624708624708,0.12575557743108137,0.9524750325662179,0.0162244339346328,0.7,-0.03740854561328888,0.057317796349525454
0.005,0.5,3079,Benign,Benign,1,0.9999452829360962,0.7023809523809522,0.19452541236152612,0.8636363636363636,0.07872958216222167,0.9823977546110664,0.008613561400533742,1.0,-0.004081991314888,0.0040822654962539675
0.005,0.5,7726,Reconyc,180solutions,0,0.1866018921136856,0.6119047619047618,0.1398695537402335,0.5135531135531135,0.0783968363408993,0.8773460092539038,0.024672936496037298,0.15,-0.10363015150651336,0.10675792759284378
0.005,0.5,5558,Pysa,Zeus,0,0.22044554352760315,0.5327380952380951,0.15846642276159684,0.5139194139194139,0.12312324699480087,0.9142043186354563,0.03188264004544051,0.05,-0.15234264675527812,0.15234264675527812
0.005,0.5,1507,Benign,Benign,1,0.9999737739562988,0.95,0.11902380714238082,0.9818181818181818,0.05454545454545453,0.9903805496828753,0.01125645672949912,1.0,-1.4275312423706055e-05,1.4275312423706055e-05
0.005,0.5,8418,Scar,Emotet,0,0.26374366879463196,0.5553571428571428,0.1653980202482509,0.5503663003663003,0.09609277669950916,0.9261832392531479,0.02326664658757775,0.25,-0.1613197791390121,0.1613197791390121
0.005,0.5,5083,Conti,Zeus,0,0.25836965441703796,0.6232142857142857,0.24023664990834284,0.4153118939883645,0.1512405866843516,0.9137543095626925,0.040182663261430863,0.0,-0.1952977896668017,0.1952977896668017
0.005,0.5,635,Benign,Benign,1,0.9999709129333496,0.9666666666666666,0.1,0.9818181818181818,0.05454545454545453,0.9900415542757163,0.010895907144481666,1.0,-1.1301040649414062e-05,1.1348724365234375e-05
0.005,0.5,9132,Shade,Shade,1,0.49229735136032104,0.5416666666666667,0.14689241284825078,0.4779377485259838,0.13777790191906586,0.8835178752352004,0.02757066524407008,0.2,-0.33140023741871116,0.33140023741871116
0.005,0.5,555,Benign,Benign,1,0.9999711513519287,0.9833333333333334,0.0726483157256779,0.9636363636363635,0.0727272727272727,0.9942953998687759,0.005754701299642567,1.0,-7.808208465576172e-06,7.808208465576172e-06
0.005,0.5,3981,Benign,Benign,1,0.9999717473983765,0.7333333333333332,0.13333333333333336,0.7772727272727272,0.11668634229994036,0.9762885470583947,0.01178089509734763,1.0,-0.0034178078174591066,0.0034178078174591066
0.005,0.5,9232,Shade,Pysa,0,0.503733217716217,0.7547619047619046,0.16854385031337707,0.8818181818181816,0.08672174558335866,0.9611914401388082,0.01680752900654504,0.9,-0.08115473687648773,0.09774882495403289
0.005,0.5,4983,Conti,Scar,0,0.18044079840183258,0.6857142857142857,0.18220120447341895,0.6763403263403263,0.13020745125787264,0.9333333333333332,0.02020061269753131,0.1,-0.03947803340852261,0.04024365358054638
0.005,0.5,7150,Transponder,Transponder,1,0.6083027720451355,0.6952380952380952,0.22253945610567472,0.7617715617715618,0.11497206745770633,0.9518442028985508,0.013766694720697172,0.75,-0.13713562339544297,0.14152922481298447
0.005,0.5,8043,Refroso,Zeus,0,0.14958980679512024,0.7523809523809523,0.2200803811103113,0.5632534132534133,0.10352843119302502,0.9397423335147884,0.02196039553981515,0.35,-0.007429089397192001,0.03656356260180473
0.005,0.5,6323,CWS,Transponder,0,0.23073062300682068,0.8047619047619048,0.18375029887214037,0.7530303030303029,0.10810794523850441,0.9478514492753625,0.014616272100057507,0.2,-0.05024024620652199,0.08971400633454323
0.005,0.5,5076,Conti,Zeus,0,0.4353407621383667,0.5505952380952379,0.1337300115396486,0.6107725607725608,0.16342488884074355,0.9364325893667209,0.0293324461493829,0.6,-0.23407300375401974,0.23407300375401974
0.005,0.5,4451,Benign,Benign,1,0.9998407363891602,0.8047619047619048,0.1837502988721404,0.8954545454545453,0.1251170251103014,0.9667091929722244,0.01637679087862637,1.0,-0.009176185727119446,0.009176185727119446
0.005,0.5,2133,Benign,Benign,1,0.9999732971191406,0.9833333333333332,0.0726483157256779,0.9727272727272727,0.06492207662311679,0.9895385288328351,0.009433800313720191,1.0,-7.730722427368163e-06,7.730722427368163e-06
0.005,0.5,6168,CWS,Scar,0,0.19642767310142517,0.6857142857142856,0.18220120447341895,0.6212787212787212,0.1543272825542732,0.9401850843767011,0.02424891990551551,0.35,-0.039717380329966544,0.05284276567399502
0.005,0.5,1396,Benign,Benign,1,0.9998509883880615,0.9333333333333333,0.13333333333333333,0.8696969696969697,0.12966722966869496,0.9803892979514472,0.0103222464024119,1.0,-0.009542357921600342,0.009542357921600342
0.01,1.0,4682,Benign,Benign,1,0.9999737739562988,0.8833333333333334,0.1589898669028243,0.9818181818181818,0.05454545454545453,0.9863891521469709,0.009529499368954603,1.0,-1.7625093460083007e-05,1.7625093460083007e-05
0.01,1.0,3966,Benign,Benign,1,0.9999704360961914,0.9833333333333332,0.0726483157256779,0.9045454545454543,0.12577582927037348,0.9874389443755923,0.009971712459523462,1.0,-1.3881921768188477e-05,1.4215707778930664e-05
0.01,1.0,6493,Gator,Gator,1,0.6376500725746155,0.5672619047619046,0.16440967545500462,0.5668498168498168,0.0822087300852613,0.9146005210594874,0.03523114335752387,0.75,-0.29201157088391483,0.29670827980153264
0.01,1.0,51,Benign,Benign,1,0.9998937845230103,0.8333333333333334,0.16666666666666669,0.8181818181818181,0.12309149097933275,0.9800648829919079,0.009341262643206394,1.0,-0.007615047693252564,0.007615047693252564
0.01,1.0,6307,CWS,Conti,0,0.19933195412158966,0.4811507936507936,0.1724336488412528,0.5458541458541457,0.10799943683735139,0.8788581818181818,0.032464586987430814,0.2,-0.09840866262093187,0.10428991401568055
0.01,1.0,6764,TIBS,TIBS,1,0.9861793518066406,0.39940476190476193,0.2284186927691103,0.6446386946386946,0.1481946991874651,0.9502789855072467,0.020096324370469053,0.35,-0.6710941508412361,0.6710941508412361
0.01,1.0,6007,180solutions,Emotet,0,0.3001534342765808,0.7595238095238095,0.18956627904155285,0.6841491841491841,0.07700250190750085,0.9525908235634676,0.025355030023251308,0.05,-0.21557008977979422,0.21557008977979422
0.01,1.0,5059,Conti,Zeus,0,0.19569000601768494,0.5452380952380952,0.18224786888818678,0.40625942684766203,0.1046607698029714,0.8893231718381417,0.03621036411572805,0.0,-0.16558108418248593,0.16558108418248593
0.01,1.0,6912,TIBS,Maze,0,0.5388067364692688,0.7166666666666666,0.11902380714238085,0.7360139860139859,0.08655170485654944,0.9501340579710146,0.017162692399416105,0.9,-0.04681341201066971,0.08878468424081802
0.01,1.0,6626,Gator,Gator,1,0.3858468234539032,0.6499999999999999,0.2044155431607741,0.5857309357309356,0.13238773547438218,0.9141626863511363,0.0353063012284406,0.05,-0.2940793111920357,0.2940793111920357
0.01,1.0,6774,TIBS,TIBS,1,0.9278537631034851,0.8333333333333333,0.16666666666666669,1.0,0.0,0.9818913043478261,0.009241471712443189,1.0,-0.03180364966392517,0.040020722150802615
0.01,1.0,8647,Zeus,Gator,0,0.4742535948753357,0.6029761904761903,0.15605117735745708,0.6454378954378954,0.14507784944205387,0.9196193370965405,0.03951098109883323,0.7,-0.07692198613658548,0.20634658494964242
0.01,1.0,4232,Benign,Benign,1,0.999915361404419,0.7999999999999999,0.16329931618554525,0.9454545454545455,0.08331955809010617,0.9857476124517023,0.0060132857708755085,1.0,-0.018938472867012023,0.01894613802433014
0.01,1.0,3301,Benign,Benign,1,0.9999709129333496,0.95,0.11902380714238082,0.9818181818181818,0.05454545454545453,0.9889954071589997,0.013970063881363813,1.0,-1.5944242477416992e-05,1.6027688980102538e-05
0.01,1.0,6281,CWS,Transponder,0,0.2036837786436081,0.9,0.1527525231651947,0.8045454545454547,0.07007473381725564,0.9438985507246377,0.025479054331348866,0.25,-0.0036343378946185113,0.062171596102416515
0.01,1.0,1938,Benign,Benign,1,0.999972939491272,0.9,0.1527525231651947,0.9636363636363635,0.07272727272727271,0.9902784865495373,0.0065203818404673776,1.0,-2.7877092361450195e-05,2.7877092361450195e-05
0.01,1.0,3924,Benign,Benign,1,0.9971989393234253,0.9166666666666666,0.14433756729740646,0.7924242424242425,0.11104107067015305,0.9902165196471533,0.007614344746808885,1.0,-0.0030315488576889036,0.0031758099794387817
0.01,1.0,2440,Benign,Benign,1,0.9999690055847168,0.85,0.16583123951777,0.9818181818181818,0.05454545454545453,0.9812932857038712,0.015900467813575302,1.0,-0.0006918013095855713,0.0006918013095855713
0.01,1.0,5265,Maze,Maze,1,0.4403502941131592,0.5166666666666666,0.1507915622244668,0.6675990675990675,0.1180219421306213,0.9484094202898552,0.03118060010714,0.25,-0.15270552039146423,0.20055625438690186
0.01,1.0,4958,Conti,Ako,0,0.2706075608730316,0.5333333333333333,0.1817027050317992,0.6401931401931401,0.11170399257994963,0.9427304964539008,0.016426927550020294,0.2,-0.07957441285252571,0.08959973230957985
0.01,1.0,7476,Emotet,Shade,0,0.20342783629894257,0.38988095238095244,0.12382526227806379,0.4725940725940726,0.14252918412225735,0.8668512085685338,0.02752716615981222,0.15,-0.07332207057625055,0.09940332863479853
0.01,1.0,802,Benign,Benign,1,0.9999710321426392,0.9,0.1527525231651947,0.8545454545454545,0.07272727272727271,0.986822920463658,0.010291045683661407,1.0,-0.0004753828048706055,0.0004753828048706055
0.01,1.0,2871,Benign,Benign,1,0.9999607801437378,0.726190476190476,0.17292665531349943,0.8484848484848484,0.09819304088496757,0.9810381278705258,0.00866607704597924,1.0,-0.0021954268217086793,0.0021954268217086793
0.01,1.0,7007,Transponder,CWS,0,0.36550164222717285,0.6428571428571427,0.07142857142857144,0.9818181818181818,0.05454545454545453,0.9798293811451704,0.008556483856495434,0.4,-0.04949881508946419,0.04949881508946419
0.01,1.0,3883,Benign,Benign,1,0.9998937845230103,0.7547619047619046,0.16854385031337707,0.8151515151515152,0.09767734218961333,0.9835969964277902,0.008951403360673627,1.0,-0.017105826735496522,0.017105826735496522
0.01,1.0,6614,Gator,Shade,0,0.14836521446704865,0.4107142857142857,0.13323231717618683,0.5177614052614052,0.14782538042190121,0.8675749023013459,0.04542724351419343,0.3,0.004088311735540628,0.10689506744965911
0.01,1.0,8622,Zeus,Shade,0,0.21795758605003357,0.39186507936507936,0.13165321721065093,0.5567266067266067,0.13827179828334044,0.9140649876972065,0.027003994048778318,0.3,-0.03992065079510212,0.11418362744152546
